event_slug,leg,token_id,timestamp,iso_time_utc,midpoint
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756198504,2025-08-26 08:55:04,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756198563,2025-08-26 08:56:03,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756198622,2025-08-26 08:57:02,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756198683,2025-08-26 08:58:03,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756198742,2025-08-26 08:59:02,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756198804,2025-08-26 09:00:04,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756198863,2025-08-26 09:01:03,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756198923,2025-08-26 09:02:03,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756198983,2025-08-26 09:03:03,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756199042,2025-08-26 09:04:02,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756199104,2025-08-26 09:05:04,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756199162,2025-08-26 09:06:02,0.5
bitcoin-up-or-down-august-28-11pm-et,UP,12847491762384478685469874164667864085245824417996412379599139475605721789212,1756199223,2025-08-26 09:07:03,0.5
